ages,depths_real
1540,76.82845191
1541,76.86727777
1542,76.90610364
1543,76.9449295
1544,76.98375536
1545,77.02255952
1546,77.06134807
1547,77.10013661
1548,77.13892515
1549,77.1777137
1550,77.2164864
1551,77.25523773
1552,77.29398905
1553,77.33274037
1554,77.3714917
1555,77.41023321
1556,77.44894741
1557,77.48766161
1558,77.52637582
1559,77.56509002
1560,77.60380058
1561,77.64247776
1562,77.68115494
1563,77.71983212
1564,77.75850929
1565,77.79718647
1566,77.83582941
1567,77.87446966
1568,77.91310992
1569,77.95175017
1570,77.99039042
1571,78.02900301
1572,78.06760643
1573,78.10620986
1574,78.14481329
1575,78.18341672
1576,78.22199919
1577,78.26056589
1578,78.29913259
1579,78.33769929
1580,78.37626599
1581,78.4148186
1582,78.45334867
1583,78.49187873
1584,78.5304088
1585,78.56893887
1586,78.60746185
1587,78.64595539
1588,78.68444892
1589,78.72294245
1590,78.76143598
1591,78.79992952
1592,78.83838668
1593,78.87684377
1594,78.91530086
1595,78.95375796
1596,78.99221505
1597,79.03064316
1598,79.06906391
1599,79.10748466
1600,79.14590541
1601,79.18432616
1602,79.22272545
1603,79.26110995
1604,79.29949445
1605,79.33787896
1606,79.37626346
1607,79.41463417
1608,79.45298252
1609,79.49133088
1610,79.52967924
1611,79.56802759
1612,79.60636995
1613,79.64468225
1614,79.68299456
1615,79.72130686
1616,79.75961916
1617,79.79793146
1618,79.83620975
1619,79.8744861
1620,79.91276244
1621,79.95103879
1622,79.98931513
1623,80.02756563
1624,80.06580611
1625,80.1040466
1626,80.14228708
1627,80.18052757
1628,80.2187505
1629,80.25695522
1630,80.29515994
1631,80.33336466
1632,80.37156938
1633,80.40976498
1634,80.44793403
1635,80.48610309
1636,80.52427214
1637,80.56244119
1638,80.60060967
1639,80.63874315
1640,80.67687664
1641,80.71501012
1642,80.7531436
1643,80.79127708
1644,80.8293832
1645,80.8674812
1646,80.9055792
1647,80.94367721
1648,80.98177521
1649,81.01985476
1650,81.05791738
1651,81.09598
1652,81.13404262
1653,81.17210524
1654,81.21015843
1655,81.24818577
1656,81.2862131
1657,81.32424044
1658,81.36226777
1659,81.40029483
1660,81.43828697
1661,81.47627911
1662,81.51427125
