ages,depths_real
1581,69.35408
1582,69.39148
1583,69.42888
1584,69.46628
1585,69.50368
1586,69.54108
1587,69.57848
1588,69.61588
1589,69.65328
1590,69.69068
1591,69.72808
1592,69.76548
1593,69.80288
1594,69.84028
1595,69.87768
1596,69.91508
1597,69.95248
1598,69.98988
1599,70.02728
1600,70.06468
1601,70.10208
1602,70.13948
1603,70.17688
1604,70.21428
1605,70.25168
1606,70.28908
1607,70.32648
1608,70.36388
1609,70.40128
1610,70.43868
1611,70.47608
1612,70.51348
1613,70.55088
1614,70.58828
1615,70.62568
1616,70.66308
1617,70.70008
1618,70.73548
1619,70.77088
1620,70.80628
1621,70.84168
1622,70.87708
1623,70.91248
1624,70.94788
1625,70.98328
1626,71.01868
1627,71.05366
1628,71.08696
1629,71.12026
1630,71.15356
1631,71.18686
1632,71.22016
1633,71.25346
1634,71.28676
1635,71.32006
1636,71.35336
1637,71.38626
1638,71.41756
1639,71.44886
1640,71.48016
1641,71.51146
1642,71.54276
1643,71.57406
1644,71.60536
1645,71.63666
1646,71.66796
1647,71.69924
1648,71.73044
1649,71.76164
1650,71.79284
1651,71.82404
1652,71.85524
1653,71.88644
1654,71.91764
1655,71.94884
1656,71.98004
1657,72.01126
1658,72.04256
1659,72.07386
1660,72.10516
1661,72.13646
1662,72.16776
1663,72.19906
1664,72.23036
1665,72.26166
1666,72.29296
1667,72.32414
1668,72.35484
1669,72.38554
1670,72.41624
1671,72.44694
1672,72.47764
1673,72.50834
1674,72.53904
1675,72.56974
1676,72.60044
1677,72.63114
1678,72.66184
1679,72.69254
1680,72.72324
1681,72.75394
1682,72.78464
1683,72.81534
1684,72.84604
1685,72.87674
1686,72.90744
1687,72.93808
1688,72.96848
1689,72.99888
1690,73.02928
1691,73.05968
1692,73.09008
1693,73.12048
1694,73.15088
1695,73.18128
1696,73.21168
1697,73.24238
1698,73.27428
1699,73.30618
1700,73.33808
1701,73.36998
1702,73.40188
1703,73.43378
1704,73.46568
1705,73.49758
1706,73.52948
1707,73.56186
1708,73.59616
1709,73.63046
1710,73.66476
1711,73.69906
1712,73.73336
1713,73.76766
1714,73.80196
1715,73.83626
1716,73.87056
1717,73.9049
1718,73.9394
1719,73.9739
1720,74.0084
1721,74.0429
1722,74.0774
1723,74.1119
1724,74.1464
1725,74.1809
1726,74.2154
1727,74.24976
1728,74.28356
1729,74.31736
1730,74.35116
1731,74.38496
1732,74.41876
1733,74.45256
1734,74.48636
1735,74.52016
1736,74.55396
1737,74.5872
1738,74.6182
1739,74.6492
1740,74.6802
1741,74.7112
1742,74.7422
1743,74.7732
1744,74.8042
1745,74.8352
1746,74.8662
1747,74.8971
1748,74.9276
1749,74.9581
1750,74.9886
1751,75.0191
1752,75.0496
1753,75.0801
1754,75.1106
1755,75.1411
1756,75.1716
1757,75.20202
1758,75.23212
1759,75.26222
1760,75.29232
1761,75.32242
1762,75.35252
1763,75.38262
1764,75.41272
1765,75.44282
1766,75.47292
1767,75.50368
1768,75.53708
1769,75.57048
1770,75.60388
1771,75.63728
1772,75.67068
1773,75.70408
1774,75.73748
1775,75.77088
1776,75.80428
1777,75.8382
1778,75.8742
1779,75.9102
1780,75.9462
1781,75.9822
1782,76.0182
1783,76.0542
1784,76.0902
1785,76.1262
1786,76.1622
1787,76.19808
1788,76.23348
1789,76.26888
1790,76.30428
1791,76.33968
1792,76.37508
1793,76.41048
1794,76.44588
1795,76.48128
1796,76.51668
1797,76.55174
1798,76.58544
1799,76.61914
1800,76.65284
1801,76.68654
1802,76.72024
1803,76.75394
1804,76.78764
1805,76.82134
1806,76.85504
1807,76.88842
1808,76.92052
1809,76.95262
1810,76.98472
1811,77.01682
1812,77.04892
1813,77.08102
1814,77.11312
1815,77.14522
1816,77.17732
1817,77.2094
1818,77.2414
1819,77.2734
1820,77.3054
1821,77.3374
1822,77.3694
1823,77.4014
1824,77.4334
1825,77.4654
1826,77.4974
1827,77.52942
1828,77.56152
1829,77.59362
1830,77.62572
1831,77.65782
1832,77.68992
1833,77.72202
1834,77.75412
1835,77.78622
1836,77.81832
1837,77.85054
1838,77.88324
1839,77.91594
1840,77.94864
1841,77.98134
1842,78.01404
1843,78.04674
1844,78.07944
1845,78.11214
1846,78.14484
1847,78.17748
1848,78.20988
1849,78.24228
1850,78.27468
1851,78.30708
1852,78.33948
1853,78.37188
1854,78.40428
1855,78.43668
1856,78.46908
1857,78.50134
1858,78.53304
